sctid	fsn	lattomidsag	lrselector
272753004	"LU8 (body structure)"	Y	NULL
272754005	"LU9 (body structure)"	Y	NULL
272755006	"LU10 (body structure)"	Y	NULL
272756007	"LU11 (body structure)"	Y	NULL
272757003	"Large intestine acupuncture points (body structure)"	Y	NULL
272758008	"LI1 (body structure)"	Y	NULL
272759000	"LI2 (body structure)"	Y	NULL
272760005	"LI3 (body structure)"	Y	NULL
272761009	"LI4 (body structure)"	Y	NULL
272762002	"LI5 (body structure)"	Y	NULL
272763007	"LI6 (body structure)"	Y	NULL
272764001	"LI7 (body structure)"	Y	NULL
272765000	"LI8 (body structure)"	Y	NULL
272766004	"LI9 (body structure)"	Y	NULL
272767008	"LI10 (body structure)"	Y	NULL
272768003	"LI11 (body structure)"	Y	NULL
272769006	"LI12 (body structure)"	Y	NULL
272770007	"LI13 (body structure)"	Y	NULL
272771006	"LI14 (body structure)"	Y	NULL
272772004	"LI15 (body structure)"	Y	NULL
272773009	"LI16 (body structure)"	Y	NULL
272774003	"LI17 (body structure)"	Y	NULL
272775002	"LI18 (body structure)"	Y	NULL
272776001	"LI19 (body structure)"	Y	NULL
272777005	"LI20 (body structure)"	Y	NULL
272778000	"Stomach acupuncture points (body structure)"	Y	NULL
272779008	"ST1 (body structure)"	Y	NULL
272780006	"ST2 (body structure)"	Y	NULL
272781005	"ST3 (body structure)"	Y	NULL
272782003	"ST4 (body structure)"	Y	NULL
272783008	"ST5 (body structure)"	Y	NULL
272784002	"ST6 (body structure)"	Y	NULL
272785001	"ST7 (body structure)"	Y	NULL
272786000	"ST8 (body structure)"	Y	NULL
272787009	"ST9 (body structure)"	Y	NULL
272788004	"ST10 (body structure)"	Y	NULL
272789007	"ST11 (body structure)"	Y	NULL
272790003	"ST12 (body structure)"	Y	NULL
272791004	"ST13 (body structure)"	Y	NULL
272792006	"ST14 (body structure)"	Y	NULL
272793001	"ST15 (body structure)"	Y	NULL
272794007	"ST16 (body structure)"	Y	NULL
272796009	"ST17 (body structure)"	Y	NULL
272797000	"ST18 (body structure)"	Y	NULL
272798005	"ST19 (body structure)"	Y	NULL
272799002	"ST20 (body structure)"	Y	NULL
272800003	"ST21 (body structure)"	Y	NULL
272801004	"ST22 (body structure)"	Y	NULL
272802006	"ST23 (body structure)"	Y	NULL
272803001	"ST24 (body structure)"	Y	NULL
272804007	"ST25 (body structure)"	Y	NULL
272805008	"ST26 (body structure)"	Y	NULL
272806009	"ST27 (body structure)"	Y	NULL
272807000	"ST28 (body structure)"	Y	NULL
272808005	"ST29 (body structure)"	Y	NULL
272809002	"ST30 (body structure)"	Y	NULL
272810007	"ST31 (body structure)"	Y	NULL
272811006	"ST32 (body structure)"	Y	NULL
272812004	"ST33 (body structure)"	Y	NULL
272813009	"ST34 (body structure)"	Y	NULL
272814003	"ST35 (body structure)"	Y	NULL
272815002	"ST36 (body structure)"	Y	NULL
272816001	"ST37 (body structure)"	Y	NULL
272817005	"ST38 (body structure)"	Y	NULL
272818000	"ST39 (body structure)"	Y	NULL
272819008	"ST40 (body structure)"	Y	NULL
272820002	"ST41 (body structure)"	Y	NULL
272821003	"ST42 (body structure)"	Y	NULL
272822005	"ST43 (body structure)"	Y	NULL
272823000	"ST44 (body structure)"	Y	NULL
272824006	"ST45 (body structure)"	Y	NULL
272825007	"Spleen acupuncture points (body structure)"	Y	NULL
272826008	"SP1 (body structure)"	Y	NULL
272827004	"SP2 (body structure)"	Y	NULL
272828009	"SP3 (body structure)"	Y	NULL
272829001	"SP4 (body structure)"	Y	NULL
272830006	"SP5 (body structure)"	Y	NULL
272831005	"SP6 (body structure)"	Y	NULL
272832003	"SP7 (body structure)"	Y	NULL
272833008	"SP8 (body structure)"	Y	NULL
272834002	"SP9 (body structure)"	Y	NULL
272835001	"SP10 (body structure)"	Y	NULL
272836000	"SP11 (body structure)"	Y	NULL
272837009	"SP12 (body structure)"	Y	NULL
272838004	"SP13 (body structure)"	Y	NULL
272839007	"SP14 (body structure)"	Y	NULL
272840009	"SP15 (body structure)"	Y	NULL
27284009	"Structure of thoracoacromial vein (body structure)"	Y	NULL
272841008	"SP16 (body structure)"	Y	NULL
272842001	"SP17 (body structure)"	Y	NULL
272843006	"SP18 (body structure)"	Y	NULL
272844000	"SP19 (body structure)"	Y	NULL
272845004	"SP20 (body structure)"	Y	NULL
272846003	"SP21 (body structure)"	Y	NULL
272847007	"Heart acupuncture points (body structure)"	Y	NULL
272848002	"HT1 (body structure)"	Y	NULL
272849005	"HT2 (body structure)"	Y	NULL
272850005	"HT3 (body structure)"	Y	NULL
272851009	"HT4 (body structure)"	Y	NULL
272852002	"HT5 (body structure)"	Y	NULL
272853007	"HT6 (body structure)"	Y	NULL
272854001	"HT7 (body structure)"	Y	NULL
272855000	"HT8 (body structure)"	Y	NULL
272856004	"HT9 (body structure)"	Y	NULL
272857008	"Small intestine acupuncture points (body structure)"	Y	NULL
272858003	"SI1 (body structure)"	Y	NULL
272859006	"SI2 (body structure)"	Y	NULL
272860001	"SI3 (body structure)"	Y	NULL
272861002	"SI4 (body structure)"	Y	NULL
272862009	"SI5 (body structure)"	Y	NULL
272863004	"SI6 (body structure)"	Y	NULL
272864005	"SI7 (body structure)"	Y	NULL
272865006	"SI8 (body structure)"	Y	NULL
272866007	"SI9 (body structure)"	Y	NULL
272867003	"SI10 (body structure)"	Y	NULL
272868008	"SI11 (body structure)"	Y	NULL
272869000	"SI12 (body structure)"	Y	NULL
272870004	"SI13 (body structure)"	Y	NULL
272871000	"SI14 (body structure)"	Y	NULL
272872007	"SI15 (body structure)"	Y	NULL
272873002	"SI16 (body structure)"	Y	NULL
272874008	"SI17 (body structure)"	Y	NULL
272875009	"SI18 (body structure)"	Y	NULL
272876005	"SI19 (body structure)"	Y	NULL
272877001	"Bladder acupuncture points (body structure)"	Y	NULL
272878006	"BL1 (body structure)"	Y	NULL
272879003	"BL2 (body structure)"	Y	NULL
272880000	"BL3 (body structure)"	Y	NULL
272881001	"BL4 (body structure)"	Y	NULL
272882008	"BL5 (body structure)"	Y	NULL
272883003	"BL6 (body structure)"	Y	NULL
272884009	"BL7 (body structure)"	Y	NULL
272885005	"BL8 (body structure)"	Y	NULL
272886006	"BL9 (body structure)"	Y	NULL
272887002	"BL10 (body structure)"	Y	NULL
272888007	"BL11 (body structure)"	Y	NULL
272889004	"BL12 (body structure)"	Y	NULL
272890008	"BL13 (body structure)"	Y	NULL
272891007	"BL14 (body structure)"	Y	NULL
272892000	"BL15 (body structure)"	Y	NULL
272893005	"BL16 (body structure)"	Y	NULL
272894004	"BL17 (body structure)"	Y	NULL
272895003	"BL18 (body structure)"	Y	NULL
272897006	"BL19 (body structure)"	Y	NULL
272898001	"BL20 (body structure)"	Y	NULL
272899009	"BL21 (body structure)"	Y	NULL
272900004	"BL22 (body structure)"	Y	NULL
272901000	"BL23 (body structure)"	Y	NULL
272902007	"BL24 (body structure)"	Y	NULL
272903002	"BL25 (body structure)"	Y	NULL
272904008	"BL26 (body structure)"	Y	NULL
272905009	"BL27 (body structure)"	Y	NULL
272906005	"BL28 (body structure)"	Y	NULL
272907001	"BL29 (body structure)"	Y	NULL
272908006	"BL30 (body structure)"	Y	NULL
272909003	"BL31 (body structure)"	Y	NULL
272910008	"BL32 (body structure)"	Y	NULL
272911007	"BL33 (body structure)"	Y	NULL
272912000	"BL34 (body structure)"	Y	NULL
272913005	"BL35 (body structure)"	Y	NULL
272914004	"BL36 - gluteal fold (body structure)"	Y	NULL
272915003	"BL37 - mid thigh (body structure)"	Y	NULL
272916002	"BL38 - superior to popliteal crease (body structure)"	Y	NULL
272917006	"BL39 - popliteal crease (body structure)"	Y	NULL
272918001	"BL40 - popliteal crease (body structure)"	Y	NULL
272919009	"BL41 - T2 (body structure)"	Y	NULL
272920003	"BL42 - T3 (body structure)"	Y	NULL
272921004	"BL43 - T4 (body structure)"	Y	NULL
272922006	"BL44 - T5 (body structure)"	Y	NULL
272923001	"BL45 - T6 (body structure)"	Y	NULL
272924007	"BL46 - T7 (body structure)"	Y	NULL
272925008	"BL47 - T9 (body structure)"	Y	NULL
272926009	"BL48 - T10 (body structure)"	Y	NULL
272927000	"BL49 - T11 (body structure)"	Y	NULL
272928005	"BL50 - T12 (body structure)"	Y	NULL
272929002	"BL51 - L1 (body structure)"	Y	NULL
272930007	"BL52 - L2 (body structure)"	Y	NULL
272931006	"BL53 - S2 (body structure)"	Y	NULL
272932004	"BL54 - S4 (body structure)"	Y	NULL
272933009	"BL55 (body structure)"	Y	NULL
272934003	"BL56 (body structure)"	Y	NULL
272935002	"BL57 (body structure)"	Y	NULL
272936001	"BL58 (body structure)"	Y	NULL
272937005	"BL59 (body structure)"	Y	NULL
272939008	"BL60 (body structure)"	Y	NULL
272940005	"BL61 (body structure)"	Y	NULL
272941009	"BL62 (body structure)"	Y	NULL
272942002	"BL63 (body structure)"	Y	NULL
272943007	"BL64 (body structure)"	Y	NULL
272944001	"BL65 (body structure)"	Y	NULL
272945000	"Kidney acupuncture points (body structure)"	Y	NULL
272946004	"KI1 (body structure)"	Y	NULL
272947008	"KI2 (body structure)"	Y	NULL
272948003	"KI3 (body structure)"	Y	NULL
272949006	"KI4 (body structure)"	Y	NULL
272950006	"KI5 (body structure)"	Y	NULL
27295003	"Structure of myocardium of right atrium (body structure)"	-	R
272951005	"KI6 (body structure)"	Y	NULL
272952003	"KI7 (body structure)"	Y	NULL
272953008	"KI8 (body structure)"	Y	NULL
272954002	"KI9 (body structure)"	Y	NULL
272955001	"KI10 (body structure)"	Y	NULL
272956000	"KI11 (body structure)"	Y	NULL
272957009	"KI12 (body structure)"	Y	NULL
272958004	"KI13 (body structure)"	Y	NULL
272959007	"KI14 (body structure)"	Y	NULL
272960002	"KI15 (body structure)"	Y	NULL
272961003	"KI16 (body structure)"	Y	NULL
272962005	"KI17 (body structure)"	Y	NULL
272963000	"KI18 (body structure)"	Y	NULL
272964006	"KI19 (body structure)"	Y	NULL
272965007	"KI20 (body structure)"	Y	NULL
272966008	"KI21 (body structure)"	Y	NULL
272967004	"KI22 (body structure)"	Y	NULL
272968009	"KI23 (body structure)"	Y	NULL
272969001	"KI24 (body structure)"	Y	NULL
272970000	"KI25 (body structure)"	Y	NULL
27297006	"Entire left superior intercostal vein (body structure)"	L	NULL
272971001	"KI26 (body structure)"	Y	NULL
272972008	"KI27 (body structure)"	Y	NULL
272973003	"Pericardium acupuncture points (body structure)"	Y	NULL
272974009	"PC1 (body structure)"	Y	NULL
272975005	"PC2 (body structure)"	Y	NULL
272976006	"PC3 (body structure)"	Y	NULL
272977002	"PC4 (body structure)"	Y	NULL
272978007	"PC5 (body structure)"	Y	NULL
272979004	"PC6 (body structure)"	Y	NULL
272980001	"PC7 (body structure)"	Y	NULL
272981002	"PC8 (body structure)"	Y	NULL
272982009	"PC9 (body structure)"	Y	NULL
272983004	"Triple energizer acupuncture points (body structure)"	Y	NULL
272984005	"TE1 (body structure)"	Y	NULL
272985006	"TE2 (body structure)"	Y	NULL
272986007	"TE3 (body structure)"	Y	NULL
272987003	"TE4 (body structure)"	Y	NULL
272988008	"TE5 (body structure)"	Y	NULL
272989000	"TE6 (body structure)"	Y	NULL
272990009	"TE7 (body structure)"	Y	NULL
272991008	"TE8 (body structure)"	Y	NULL
272992001	"TE9 (body structure)"	Y	NULL
272993006	"TE10 (body structure)"	Y	NULL
272994000	"TE11 (body structure)"	Y	NULL
272995004	"TE12 (body structure)"	Y	NULL
272996003	"TE13 (body structure)"	Y	NULL
272997007	"TE14 (body structure)"	Y	NULL
272998002	"Structure of right hepatic vein (body structure)"	-	R
272999005	"TE15 (body structure)"	Y	NULL
273000006	"TE16 (body structure)"	Y	NULL
273001005	"TE17 (body structure)"	Y	NULL
273002003	"TE18 (body structure)"	Y	NULL
273003008	"TE19 (body structure)"	Y	NULL
273004002	"TE20 (body structure)"	Y	NULL
273005001	"TE21 (body structure)"	Y	NULL
273006000	"TE22 (body structure)"	Y	NULL
273007009	"TE23 (body structure)"	Y	NULL
273008004	"Gallbladder acupuncture points (body structure)"	Y	NULL
273009007	"GB1 (body structure)"	Y	NULL
273010002	"GB2 (body structure)"	Y	NULL
273011003	"GB3 (body structure)"	Y	NULL
273012005	"GB4 (body structure)"	Y	NULL
273013000	"GB5 (body structure)"	Y	NULL
273014006	"GB6 (body structure)"	Y	NULL
273015007	"GB7 (body structure)"	Y	NULL
273016008	"GB8 (body structure)"	Y	NULL
273017004	"GB9 (body structure)"	Y	NULL
273018009	"GB10 (body structure)"	Y	NULL
273019001	"GB12 (body structure)"	Y	NULL
273020007	"GB13 (body structure)"	Y	NULL
273021006	"GB14 (body structure)"	Y	NULL
273022004	"GB15 (body structure)"	Y	NULL
273023009	"GB16 (body structure)"	Y	NULL
273024003	"GB17 (body structure)"	Y	NULL
273025002	"GB18 (body structure)"	Y	NULL
273026001	"GB19 (body structure)"	Y	NULL
273027005	"GB20 (body structure)"	Y	NULL
273028000	"GB21 (body structure)"	Y	NULL
273029008	"GB22 (body structure)"	Y	NULL
273030003	"GB23 (body structure)"	Y	NULL
273031004	"GB24 (body structure)"	Y	NULL
273032006	"GB25 (body structure)"	Y	NULL
273033001	"GB26 (body structure)"	Y	NULL
273034007	"GB27 (body structure)"	Y	NULL
273035008	"GB28 (body structure)"	Y	NULL
273036009	"GB29 (body structure)"	Y	NULL
273037000	"GB30 (body structure)"	Y	NULL
273038005	"GB31 (body structure)"	Y	NULL
273039002	"GB32 (body structure)"	Y	NULL
273040000	"GB33 (body structure)"	Y	NULL
273041001	"GB34 (body structure)"	Y	NULL
273042008	"GB35 (body structure)"	Y	NULL
273043003	"GB36 (body structure)"	Y	NULL
273044009	"GB37 (body structure)"	Y	NULL
273045005	"GB38 (body structure)"	Y	NULL
273046006	"GB39 (body structure)"	Y	NULL
273047002	"GB40 (body structure)"	Y	NULL
273048007	"GB41 (body structure)"	Y	NULL
273049004	"GB42 (body structure)"	Y	NULL
273050004	"GB43 (body structure)"	Y	NULL
273051000	"GB44 (body structure)"	Y	NULL
273052007	"Liver acupuncture points (body structure)"	Y	NULL
273053002	"LR1 (body structure)"	Y	NULL
273054008	"LR2 (body structure)"	Y	NULL
273055009	"LR3 (body structure)"	Y	NULL
273056005	"LR4 (body structure)"	Y	NULL
273057001	"LR5 (body structure)"	Y	NULL
273058006	"LR6 (body structure)"	Y	NULL
273059003	"LR7 (body structure)"	Y	NULL
273060008	"LR8 (body structure)"	Y	NULL
27306007	"Structure of ostia of pulmonary veins (body structure)"	Y	NULL
273061007	"LR9 (body structure)"	Y	NULL
273062000	"LR10 (body structure)"	Y	NULL
273063005	"LR11 (body structure)"	Y	NULL
273064004	"LR12 (body structure)"	Y	NULL
273065003	"LR13 (body structure)"	Y	NULL
273066002	"LR14 (body structure)"	Y	NULL
273090001	"GV23 (body structure)"	Y	NULL
273092009	"GV25 (body structure)"	Y	NULL
273094005	"GV27 (body structure)"	Y	NULL
273111000	"CV14 (body structure)"	Y	NULL
273113002	"CV16 (body structure)"	Y	NULL
